file,line,hex,context_snippet
app/gui/inspector/model_inspector.py,39,#374151,"(""QGroupBox { font-weight: bold; color: #374151; }"")         gl = QVBoxLayout(group)   "
app/gui/inspector/model_inspector.py,42,#6b7280,"xt)         label.setStyleSheet(""color: #6b7280; font-size: 12px;"")         label.setWo"
app/gui/inspector/models_settings_inspector.py,15,#374151,"(""QGroupBox { font-weight: bold; color: #374151; }"")             gl = QVBoxLayout(g)   "
app/gui/inspector/models_settings_inspector.py,18,#6b7280,"xt)             l.setStyleSheet(""color: #6b7280; font-size: 12px;"")             gl.addW"
app/gui/inspector/project_context_inspector.py,76,#374151,"(""QGroupBox { font-weight: bold; color: #374151; }"")         proj_layout = QVBoxLayout("
app/gui/inspector/project_context_inspector.py,79,#1f2937,"       name_label.setStyleSheet(""color: #1f2937; font-size: 14px; font-weight: 500;"")  "
app/gui/inspector/project_context_inspector.py,85,#374151,"(""QGroupBox { font-weight: bold; color: #374151; }"")         lc_layout = QVBoxLayout(lc"
app/gui/inspector/project_context_inspector.py,88,#1e40af,"))         lc_lbl.setStyleSheet(""color: #1e40af; font-size: 12px;"")         lc_layout.a"
app/gui/inspector/project_context_inspector.py,93,#374151,"(""QGroupBox { font-weight: bold; color: #374151; }"")         auftrag_layout = QVBoxLayo"
app/gui/inspector/project_context_inspector.py,112,#6b7280,"              lab.setStyleSheet(""color: #6b7280; font-size: 12px;"")                 auf"
app/gui/inspector/project_context_inspector.py,116,#9ca3af,""")             em.setStyleSheet(""color: #9ca3af; font-size: 12px;"")             auftrag"
app/gui/inspector/project_context_inspector.py,121,#374151,"(""QGroupBox { font-weight: bold; color: #374151; }"")         ctrl_layout = QVBoxLayout("
app/gui/inspector/project_context_inspector.py,127,#6b7280,"e)             lb.setStyleSheet(""color: #6b7280; font-size: 12px;"")             ctrl_la"
app/gui/inspector/project_context_inspector.py,133,#6b7280,"e)             lb.setStyleSheet(""color: #6b7280; font-size: 12px;"")             ctrl_la"
app/gui/inspector/project_context_inspector.py,140,#6b7280,"e)             lb.setStyleSheet(""color: #6b7280; font-size: 12px;"")             ctrl_la"
app/gui/inspector/project_context_inspector.py,147,#6b7280,"e)             lb.setStyleSheet(""color: #6b7280; font-size: 12px;"")             ctrl_la"
app/gui/inspector/project_context_inspector.py,152,#9ca3af,""")             em.setStyleSheet(""color: #9ca3af; font-size: 12px;"")             ctrl_la"
app/gui/inspector/project_context_inspector.py,157,#374151,"(""QGroupBox { font-weight: bold; color: #374151; }"")         mon_layout = QVBoxLayout(m"
app/gui/inspector/project_context_inspector.py,163,#6b7280,"        mon_label.setStyleSheet(""color: #6b7280; font-size: 12px; line-height: 1.45;"") "
app/gui/inspector/project_context_inspector.py,167,#9ca3af,""")             em.setStyleSheet(""color: #9ca3af; font-size: 12px;"")             mon_lay"
app/gui/inspector/project_context_inspector.py,172,#374151,"(""QGroupBox { font-weight: bold; color: #374151; }"")         desc_layout = QVBoxLayout("
app/gui/inspector/project_context_inspector.py,175,#6b7280,"       desc_label.setStyleSheet(""color: #6b7280; font-size: 12px;"")         desc_label."
app/gui/inspector/project_context_inspector.py,181,#374151,"(""QGroupBox { font-weight: bold; color: #374151; }"")         status_layout = QVBoxLayou"
app/gui/inspector/project_context_inspector.py,184,#6b7280,"     status_label.setStyleSheet(""color: #6b7280; font-size: 12px;"")         status_layo"
app/gui/inspector/project_context_inspector.py,189,#374151,"(""QGroupBox { font-weight: bold; color: #374151; }"")         pol_layout = QVBoxLayout(p"
app/gui/inspector/project_context_inspector.py,192,#6b7280,"        pol_label.setStyleSheet(""color: #6b7280; font-size: 12px;"")         pol_label.s"
app/gui/inspector/project_context_inspector.py,198,#374151,"(""QGroupBox { font-weight: bold; color: #374151; }"")         content_layout = QVBoxLayo"
app/gui/inspector/project_context_inspector.py,206,#6b7280,"    content_label.setStyleSheet(""color: #6b7280; font-size: 12px;"")         content_lay"
app/gui/inspector/provider_inspector.py,41,#374151,"(""QGroupBox { font-weight: bold; color: #374151; }"")             gl = QVBoxLayout(group"
app/gui/inspector/provider_inspector.py,44,#6b7280,"            label.setStyleSheet(""color: #6b7280; font-size: 12px;"")             label.s"
app/gui/inspector/replay_inspector.py,41,#374151,"(""QGroupBox { font-weight: bold; color: #374151; }"")             gl = QVBoxLayout(group"
app/gui/inspector/replay_inspector.py,44,#6b7280,"            label.setStyleSheet(""color: #6b7280; font-size: 12px;"")             label.s"
app/gui/inspector/runtime_agent_inspector.py,42,#374151,"(""QGroupBox { font-weight: bold; color: #374151; }"")             gl = QVBoxLayout(group"
app/gui/inspector/runtime_agent_inspector.py,45,#6b7280,"            label.setStyleSheet(""color: #6b7280; font-size: 12px; font-family: monospac"
app/gui/inspector/system_node_inspector.py,36,#374151,"(""QGroupBox { font-weight: bold; color: #374151; }"")             gl = QVBoxLayout(group"
app/gui/inspector/system_node_inspector.py,39,#6b7280,"            label.setStyleSheet(""color: #6b7280; font-size: 12px;"")             label.s"
app/gui/inspector/system_settings_inspector.py,16,#374151,"(""QGroupBox { font-weight: bold; color: #374151; }"")             gl = QVBoxLayout(g)   "
app/gui/inspector/system_settings_inspector.py,19,#6b7280,"xt)             l.setStyleSheet(""color: #6b7280; font-size: 12px;"")             gl.addW"
app/gui/inspector/test_inspector.py,43,#374151,"(""QGroupBox { font-weight: bold; color: #374151; }"")             gl = QVBoxLayout(group"
app/gui/inspector/test_inspector.py,46,#6b7280,"            label.setStyleSheet(""color: #6b7280; font-size: 12px;"")             label.s"
app/gui/inspector/tool_inspector.py,41,#374151,"(""QGroupBox { font-weight: bold; color: #374151; }"")             gl = QVBoxLayout(group"
app/gui/inspector/tool_inspector.py,44,#6b7280,"            label.setStyleSheet(""color: #6b7280; font-size: 12px;"")             label.s"
app/gui/legacy/message_widget.py,44,#d0e8ff,"heme == ""light"":             user_bg = ""#d0e8ff""             assistant_bg = ""#f0f0f0""  "
app/gui/legacy/message_widget.py,45,#f0f0f0,"= ""#d0e8ff""             assistant_bg = ""#f0f0f0""             system_bg = ""#eeeeee""     "
app/gui/legacy/message_widget.py,46,#eeeeee,"bg = ""#f0f0f0""             system_bg = ""#eeeeee""             text_color = ""#1a1a1a""    "
app/gui/legacy/message_widget.py,47,#1a1a1a,"g = ""#eeeeee""             text_color = ""#1a1a1a""             border_color = ""rgba(0, 0,"
app/gui/legacy/message_widget.py,50,#3d5a80,")""         else:             user_bg = ""#3d5a80""             assistant_bg = ""#404040""  "
app/gui/legacy/message_widget.py,51,#404040,"= ""#3d5a80""             assistant_bg = ""#404040""             system_bg = ""#4a4a4a""     "
app/gui/legacy/message_widget.py,52,#4a4a4a,"bg = ""#404040""             system_bg = ""#4a4a4a""             text_color = ""#e8e8e8""    "
app/gui/legacy/message_widget.py,53,#e8e8e8,"g = ""#4a4a4a""             text_color = ""#e8e8e8""             border_color = ""#505050""  "
app/gui/legacy/message_widget.py,54,#505050,"= ""#e8e8e8""             border_color = ""#505050""          if is_system:             bg_"
app/gui/monitors/agent_activity_monitor.py,28,#64748b,"nt-weight: 600; font-size: 12px; color: #64748b;"")         layout.addWidget(title)     "
app/gui/monitors/agent_activity_monitor.py,34,#f8fafc,"             ""QListWidget { background: #f8fafc; border: 1px solid #e2e8f0; ""          "
app/gui/monitors/agent_activity_monitor.py,34,#e2e8f0," background: #f8fafc; border: 1px solid #e2e8f0; ""             ""border-radius: 6px; fon"
app/gui/monitors/events_monitor.py,23,#64748b,"nt-weight: 600; font-size: 12px; color: #64748b;"")         layout.addWidget(title)     "
app/gui/monitors/events_monitor.py,28,#f8fafc,"             ""QListWidget { background: #f8fafc; border: 1px solid #e2e8f0; ""          "
app/gui/monitors/events_monitor.py,28,#e2e8f0," background: #f8fafc; border: 1px solid #e2e8f0; ""             ""border-radius: 6px; fon"
app/gui/monitors/llm_trace_monitor.py,24,#64748b,"nt-weight: 600; font-size: 12px; color: #64748b;"")         layout.addWidget(title)     "
app/gui/monitors/llm_trace_monitor.py,29,#f8fafc,"             ""QListWidget { background: #f8fafc; border: 1px solid #e2e8f0; ""          "
app/gui/monitors/llm_trace_monitor.py,29,#e2e8f0," background: #f8fafc; border: 1px solid #e2e8f0; ""             ""border-radius: 6px; fon"
app/gui/monitors/logs_monitor.py,23,#64748b,"nt-weight: 600; font-size: 12px; color: #64748b;"")         layout.addWidget(title)     "
app/gui/monitors/logs_monitor.py,28,#f8fafc,"             ""QListWidget { background: #f8fafc; border: 1px solid #e2e8f0; ""          "
app/gui/monitors/logs_monitor.py,28,#e2e8f0," background: #f8fafc; border: 1px solid #e2e8f0; ""             ""border-radius: 6px; fon"
app/gui/monitors/metrics_monitor.py,23,#64748b,"nt-weight: 600; font-size: 12px; color: #64748b;"")         layout.addWidget(title)     "
app/gui/navigation/command_palette.py,91,#ffffff,"   bg = tokens.get(""color_bg_surface"", ""#ffffff"")             border = tokens.get(""colo"
app/gui/navigation/command_palette.py,92,#e2e8f0,"   border = tokens.get(""color_border"", ""#e2e8f0"")             text = tokens.get(""color_"
app/gui/navigation/command_palette.py,93,#1f2937,"       text = tokens.get(""color_text"", ""#1f2937"")             self.setStyleSheet(f""""""  "
app/gui/navigation/command_palette.py,102,#ffffff,"kground: {tokens.get('color_bg_input', '#ffffff')};                     border: 1px sol"
app/gui/navigation/command_palette.py,119,#dbeafe,"ound: {tokens.get('color_bg_selected', '#dbeafe')};                 }}                 "
app/gui/navigation/command_palette.py,122,#e2e8f0,"kground: {tokens.get('color_bg_hover', '#e2e8f0')};                 }}             """""")"
app/gui/navigation/workspace_graph.py,100,#ffffff,"   bg = tokens.get(""color_bg_surface"", ""#ffffff"")             border = tokens.get(""colo"
app/gui/navigation/workspace_graph.py,101,#e2e8f0,"   border = tokens.get(""color_border"", ""#e2e8f0"")             text = tokens.get(""color_"
app/gui/navigation/workspace_graph.py,102,#1f2937,"       text = tokens.get(""color_text"", ""#1f2937"")             active_bg = tokens.get(""c"
app/gui/navigation/workspace_graph.py,103,#dbeafe,"e_bg = tokens.get(""color_bg_selected"", ""#dbeafe"")             hover_bg = tokens.get(""co"
app/gui/navigation/workspace_graph.py,104,#f3f4f6,"over_bg = tokens.get(""color_bg_hover"", ""#f3f4f6"")             if self._is_active:      "
app/gui/navigation/workspace_graph.py,109,#3b82f6," 2px solid {tokens.get('color_accent', '#3b82f6')};                         border-radi"
app/gui/navigation/workspace_graph.py,131,#f8fafc,hNode {                     background: #f8fafc;                     border: 1px solid 
app/gui/navigation/workspace_graph.py,132,#e2e8f0,;                     border: 1px solid #e2e8f0;                     border-radius: 8px
app/gui/navigation/workspace_graph.py,135,#f1f5f9,"#workspaceGraphNode:hover { background: #f1f5f9; }             """""")   class WorkspaceGr"
app/gui/navigation/workspace_graph.py,371,#ffffff,"           bg = tokens.get(""color_bg"", ""#ffffff"")             text = tokens.get(""color_"
app/gui/navigation/workspace_graph.py,372,#1f2937,"       text = tokens.get(""color_text"", ""#1f2937"")             muted = tokens.get(""color"
app/gui/navigation/workspace_graph.py,373,#6b7280,"muted = tokens.get(""color_text_muted"", ""#6b7280"")             border = tokens.get(""colo"
app/gui/navigation/workspace_graph.py,374,#e2e8f0,"   border = tokens.get(""color_border"", ""#e2e8f0"")             surface = tokens.get(""col"
app/gui/navigation/workspace_graph.py,375,#f8fafc,"rface = tokens.get(""color_bg_surface"", ""#f8fafc"")             self.setStyleSheet(f""""""  "
app/gui/project_switcher/project_switcher_dialog.py,134,#64748b,font-size: 11px;                 color: #64748b;                 margin-top: 4px;      
app/gui/project_switcher/project_switcher_dialog.py,139,#e2e8f0,rent;                 border: 1px solid #e2e8f0;                 border-radius: 8px;   
app/gui/project_switcher/project_switcher_dialog.py,148,#f1f5f9,tem:hover {                 background: #f1f5f9;             }             #projectList
app/gui/project_switcher/project_switcher_dialog.py,151,#3b82f6,:selected {                 background: #3b82f6;                 color: white;         
app/gui/themes/builtin_semantic_profiles.py,15,#e8edf3,"return SemanticPalette(         bg_app=""#e8edf3"",         bg_panel=""#dce4ee"",         b"
app/gui/themes/builtin_semantic_profiles.py,16,#dce4ee,"    bg_app=""#e8edf3"",         bg_panel=""#dce4ee"",         bg_surface=""#ffffff"",        "
app/gui/themes/builtin_semantic_profiles.py,17,#ffffff,"bg_panel=""#dce4ee"",         bg_surface=""#ffffff"",         bg_elevated=""#f1f5f9"",       "
app/gui/themes/builtin_semantic_profiles.py,18,#f1f5f9,"surface=""#ffffff"",         bg_elevated=""#f1f5f9"",         bg_input=""#ffffff"",         b"
app/gui/themes/builtin_semantic_profiles.py,19,#ffffff,"g_elevated=""#f1f5f9"",         bg_input=""#ffffff"",         bg_hover=""#cfdcee"",         b"
app/gui/themes/builtin_semantic_profiles.py,20,#cfdcee,"  bg_input=""#ffffff"",         bg_hover=""#cfdcee"",         bg_selected=""#93c5fd"",       "
app/gui/themes/builtin_semantic_profiles.py,21,#93c5fd,"g_hover=""#cfdcee"",         bg_selected=""#93c5fd"",         bg_disabled=""#eef2f7"",       "
app/gui/themes/builtin_semantic_profiles.py,22,#eef2f7,"elected=""#93c5fd"",         bg_disabled=""#eef2f7"",         fg_primary=""#0f172a"",        "
app/gui/themes/builtin_semantic_profiles.py,23,#0f172a,"disabled=""#eef2f7"",         fg_primary=""#0f172a"",         fg_secondary=""#475569"",      "
app/gui/themes/builtin_semantic_profiles.py,24,#475569,"rimary=""#0f172a"",         fg_secondary=""#475569"",         fg_muted=""#64748b"",         f"
app/gui/themes/builtin_semantic_profiles.py,25,#64748b,"_secondary=""#475569"",         fg_muted=""#64748b"",         fg_disabled=""#94a3b8"",       "
app/gui/themes/builtin_semantic_profiles.py,26,#94a3b8,"g_muted=""#64748b"",         fg_disabled=""#94a3b8"",         fg_on_accent=""#ffffff"",      "
app/gui/themes/builtin_semantic_profiles.py,27,#ffffff,"sabled=""#94a3b8"",         fg_on_accent=""#ffffff"",         fg_on_success=""#ffffff"",     "
app/gui/themes/builtin_semantic_profiles.py,28,#ffffff,"ccent=""#ffffff"",         fg_on_success=""#ffffff"",         fg_on_warning=""#1c1917"",     "
app/gui/themes/builtin_semantic_profiles.py,29,#1c1917,"ccess=""#ffffff"",         fg_on_warning=""#1c1917"",         fg_on_error=""#ffffff"",       "
app/gui/themes/builtin_semantic_profiles.py,30,#ffffff,"warning=""#1c1917"",         fg_on_error=""#ffffff"",         fg_on_selected=""#0c4a6e"",    "
app/gui/themes/builtin_semantic_profiles.py,31,#0c4a6e,"rror=""#ffffff"",         fg_on_selected=""#0c4a6e"",         border_subtle=""#cbd5e1"",     "
app/gui/themes/builtin_semantic_profiles.py,32,#cbd5e1,"ected=""#0c4a6e"",         border_subtle=""#cbd5e1"",         border_default=""#94a3b8"",    "
app/gui/themes/builtin_semantic_profiles.py,33,#94a3b8,"btle=""#cbd5e1"",         border_default=""#94a3b8"",         border_strong=""#64748b"",     "
app/gui/themes/builtin_semantic_profiles.py,34,#64748b,"fault=""#94a3b8"",         border_strong=""#64748b"",         accent_primary=""#1d4ed8"",    "
app/gui/themes/builtin_semantic_profiles.py,35,#1d4ed8,"rong=""#64748b"",         accent_primary=""#1d4ed8"",         accent_hover=""#2563eb"",      "
app/gui/themes/builtin_semantic_profiles.py,36,#2563eb,"rimary=""#1d4ed8"",         accent_hover=""#2563eb"",         accent_active=""#1e40af"",     "
app/gui/themes/builtin_semantic_profiles.py,37,#1e40af,"hover=""#2563eb"",         accent_active=""#1e40af"",         accent_muted_bg=""#dbeafe"",   "
app/gui/themes/builtin_semantic_profiles.py,38,#dbeafe,"ive=""#1e40af"",         accent_muted_bg=""#dbeafe"",         status_success=""#059669"",    "
app/gui/themes/builtin_semantic_profiles.py,39,#059669,"d_bg=""#dbeafe"",         status_success=""#059669"",         status_warning=""#d97706"",    "
app/gui/themes/builtin_semantic_profiles.py,40,#d97706,"cess=""#059669"",         status_warning=""#d97706"",         status_error=""#dc2626"",      "
app/gui/themes/builtin_semantic_profiles.py,41,#dc2626,"arning=""#d97706"",         status_error=""#dc2626"",         status_info=""#2563eb"",       "
app/gui/themes/builtin_semantic_profiles.py,42,#2563eb,"s_error=""#dc2626"",         status_info=""#2563eb"",         shadow_color=""#0f172a33"",    "
app/gui/themes/builtin_semantic_profiles.py,43,#0f172a33,"s_info=""#2563eb"",         shadow_color=""#0f172a33"",         focus_ring=""#2563eb"",        "
app/gui/themes/builtin_semantic_profiles.py,44,#2563eb,"_color=""#0f172a33"",         focus_ring=""#2563eb"",         console_info=""#3b82f6"",      "
app/gui/themes/builtin_semantic_profiles.py,45,#3b82f6,"s_ring=""#2563eb"",         console_info=""#3b82f6"",         console_warning=""#f59e0b"",   "
app/gui/themes/builtin_semantic_profiles.py,46,#f59e0b,"nfo=""#3b82f6"",         console_warning=""#f59e0b"",         console_error=""#ef4444"",     "
app/gui/themes/builtin_semantic_profiles.py,47,#ef4444,"rning=""#f59e0b"",         console_error=""#ef4444"",         console_success=""#10b981"",   "
app/gui/themes/builtin_semantic_profiles.py,48,#10b981,"ror=""#ef4444"",         console_success=""#10b981"",     )   def dark_semantic_profile() -"
app/gui/themes/builtin_semantic_profiles.py,55,#0a0f1a,"return SemanticPalette(         bg_app=""#0a0f1a"",         bg_panel=""#121a2c"",         b"
app/gui/themes/builtin_semantic_profiles.py,56,#121a2c,"    bg_app=""#0a0f1a"",         bg_panel=""#121a2c"",         bg_surface=""#1a2438"",        "
app/gui/themes/builtin_semantic_profiles.py,57,#1a2438,"bg_panel=""#121a2c"",         bg_surface=""#1a2438"",         bg_elevated=""#243047"",       "
app/gui/themes/builtin_semantic_profiles.py,58,#243047,"surface=""#1a2438"",         bg_elevated=""#243047"",         bg_input=""#111a2e"",         b"
app/gui/themes/builtin_semantic_profiles.py,59,#111a2e,"g_elevated=""#243047"",         bg_input=""#111a2e"",         bg_hover=""#2f3d56"",         b"
app/gui/themes/builtin_semantic_profiles.py,60,#2f3d56,"  bg_input=""#111a2e"",         bg_hover=""#2f3d56"",         bg_selected=""#1e40af"",       "
app/gui/themes/builtin_semantic_profiles.py,61,#1e40af,"g_hover=""#2f3d56"",         bg_selected=""#1e40af"",         bg_disabled=""#1a2438"",       "
app/gui/themes/builtin_semantic_profiles.py,62,#1a2438,"elected=""#1e40af"",         bg_disabled=""#1a2438"",         fg_primary=""#f8fafc"",        "
app/gui/themes/builtin_semantic_profiles.py,63,#f8fafc,"disabled=""#1a2438"",         fg_primary=""#f8fafc"",         fg_secondary=""#cbd5e1"",      "
app/gui/themes/builtin_semantic_profiles.py,64,#cbd5e1,"rimary=""#f8fafc"",         fg_secondary=""#cbd5e1"",         fg_muted=""#94a3b8"",         f"
app/gui/themes/builtin_semantic_profiles.py,65,#94a3b8,"_secondary=""#cbd5e1"",         fg_muted=""#94a3b8"",         fg_disabled=""#64748b"",       "
app/gui/themes/builtin_semantic_profiles.py,66,#64748b,"g_muted=""#94a3b8"",         fg_disabled=""#64748b"",         fg_on_accent=""#ffffff"",      "
app/gui/themes/builtin_semantic_profiles.py,67,#ffffff,"sabled=""#64748b"",         fg_on_accent=""#ffffff"",         fg_on_success=""#052e16"",     "
app/gui/themes/builtin_semantic_profiles.py,68,#052e16,"ccent=""#ffffff"",         fg_on_success=""#052e16"",         fg_on_warning=""#1c1917"",     "
app/gui/themes/builtin_semantic_profiles.py,69,#1c1917,"ccess=""#052e16"",         fg_on_warning=""#1c1917"",         fg_on_error=""#ffffff"",       "
app/gui/themes/builtin_semantic_profiles.py,70,#ffffff,"warning=""#1c1917"",         fg_on_error=""#ffffff"",         fg_on_selected=""#f8fafc"",    "
app/gui/themes/builtin_semantic_profiles.py,71,#f8fafc,"rror=""#ffffff"",         fg_on_selected=""#f8fafc"",         border_subtle=""#334155"",     "
app/gui/themes/builtin_semantic_profiles.py,72,#334155,"ected=""#f8fafc"",         border_subtle=""#334155"",         border_default=""#475569"",    "
app/gui/themes/builtin_semantic_profiles.py,73,#475569,"btle=""#334155"",         border_default=""#475569"",         border_strong=""#64748b"",     "
app/gui/themes/builtin_semantic_profiles.py,74,#64748b,"fault=""#475569"",         border_strong=""#64748b"",         accent_primary=""#1d4ed8"",    "
app/gui/themes/builtin_semantic_profiles.py,75,#1d4ed8,"rong=""#64748b"",         accent_primary=""#1d4ed8"",         accent_hover=""#2563eb"",      "
app/gui/themes/builtin_semantic_profiles.py,76,#2563eb,"rimary=""#1d4ed8"",         accent_hover=""#2563eb"",         accent_active=""#1e40af"",     "
app/gui/themes/builtin_semantic_profiles.py,77,#1e40af,"hover=""#2563eb"",         accent_active=""#1e40af"",         accent_muted_bg=""#1e3a5f"",   "
app/gui/themes/builtin_semantic_profiles.py,78,#1e3a5f,"ive=""#1e40af"",         accent_muted_bg=""#1e3a5f"",         status_success=""#34d399"",    "
app/gui/themes/builtin_semantic_profiles.py,79,#34d399,"d_bg=""#1e3a5f"",         status_success=""#34d399"",         status_warning=""#fbbf24"",    "
app/gui/themes/builtin_semantic_profiles.py,80,#fbbf24,"cess=""#34d399"",         status_warning=""#fbbf24"",         status_error=""#f87171"",      "
app/gui/themes/builtin_semantic_profiles.py,81,#f87171,"arning=""#fbbf24"",         status_error=""#f87171"",         status_info=""#60a5fa"",       "
app/gui/themes/builtin_semantic_profiles.py,82,#60a5fa,"s_error=""#f87171"",         status_info=""#60a5fa"",         shadow_color=""#00000066"",    "
app/gui/themes/builtin_semantic_profiles.py,83,#00000066,"s_info=""#60a5fa"",         shadow_color=""#00000066"",         focus_ring=""#60a5fa"",        "
app/gui/themes/builtin_semantic_profiles.py,84,#60a5fa,"_color=""#00000066"",         focus_ring=""#60a5fa"",         console_info=""#93c5fd"",      "
app/gui/themes/builtin_semantic_profiles.py,85,#93c5fd,"s_ring=""#60a5fa"",         console_info=""#93c5fd"",         console_warning=""#fcd34d"",   "
app/gui/themes/builtin_semantic_profiles.py,86,#fcd34d,"nfo=""#93c5fd"",         console_warning=""#fcd34d"",         console_error=""#fca5a5"",     "
app/gui/themes/builtin_semantic_profiles.py,87,#fca5a5,"rning=""#fcd34d"",         console_error=""#fca5a5"",         console_success=""#6ee7b7"",   "
app/gui/themes/builtin_semantic_profiles.py,88,#6ee7b7,"ror=""#fca5a5"",         console_success=""#6ee7b7"",     )   def workbench_semantic_profil"
app/gui/themes/builtin_semantic_profiles.py,97,#060a12,"return SemanticPalette(         bg_app=""#060a12"",         bg_panel=""#0c1220"",         b"
app/gui/themes/builtin_semantic_profiles.py,98,#0c1220,"    bg_app=""#060a12"",         bg_panel=""#0c1220"",         bg_surface=""#111b2e"",        "
app/gui/themes/builtin_semantic_profiles.py,99,#111b2e,"bg_panel=""#0c1220"",         bg_surface=""#111b2e"",         bg_elevated=""#1a263d"",       "
app/gui/themes/builtin_semantic_profiles.py,100,#1a263d,"surface=""#111b2e"",         bg_elevated=""#1a263d"",         bg_input=""#0a1424"",         b"
app/gui/themes/builtin_semantic_profiles.py,101,#0a1424,"g_elevated=""#1a263d"",         bg_input=""#0a1424"",         bg_hover=""#243351"",         b"
app/gui/themes/builtin_semantic_profiles.py,102,#243351,"  bg_input=""#0a1424"",         bg_hover=""#243351"",         bg_selected=""#0e7490"",       "
app/gui/themes/builtin_semantic_profiles.py,103,#0e7490,"g_hover=""#243351"",         bg_selected=""#0e7490"",         bg_disabled=""#111b2e"",       "
app/gui/themes/builtin_semantic_profiles.py,104,#111b2e,"elected=""#0e7490"",         bg_disabled=""#111b2e"",         fg_primary=""#f1f5f9"",        "
app/gui/themes/builtin_semantic_profiles.py,105,#f1f5f9,"disabled=""#111b2e"",         fg_primary=""#f1f5f9"",         fg_secondary=""#cbd5e1"",      "
app/gui/themes/builtin_semantic_profiles.py,106,#cbd5e1,"rimary=""#f1f5f9"",         fg_secondary=""#cbd5e1"",         fg_muted=""#94a3b8"",         f"
app/gui/themes/builtin_semantic_profiles.py,107,#94a3b8,"_secondary=""#cbd5e1"",         fg_muted=""#94a3b8"",         fg_disabled=""#64748b"",       "
app/gui/themes/builtin_semantic_profiles.py,108,#64748b,"g_muted=""#94a3b8"",         fg_disabled=""#64748b"",         fg_on_accent=""#042f2e"",      "
app/gui/themes/builtin_semantic_profiles.py,109,#042f2e,"sabled=""#64748b"",         fg_on_accent=""#042f2e"",         fg_on_success=""#022c22"",     "
app/gui/themes/builtin_semantic_profiles.py,110,#022c22,"ccent=""#042f2e"",         fg_on_success=""#022c22"",         fg_on_warning=""#1c1917"",     "
app/gui/themes/builtin_semantic_profiles.py,111,#1c1917,"ccess=""#022c22"",         fg_on_warning=""#1c1917"",         fg_on_error=""#ffffff"",       "
app/gui/themes/builtin_semantic_profiles.py,112,#ffffff,"warning=""#1c1917"",         fg_on_error=""#ffffff"",         fg_on_selected=""#ecfeff"",    "
app/gui/themes/builtin_semantic_profiles.py,113,#ecfeff,"rror=""#ffffff"",         fg_on_selected=""#ecfeff"",         border_subtle=""#2d3f55"",     "
app/gui/themes/builtin_semantic_profiles.py,114,#2d3f55,"ected=""#ecfeff"",         border_subtle=""#2d3f55"",         border_default=""#3d5369"",    "
app/gui/themes/builtin_semantic_profiles.py,115,#3d5369,"btle=""#2d3f55"",         border_default=""#3d5369"",         border_strong=""#5c6f84"",     "
app/gui/themes/builtin_semantic_profiles.py,116,#5c6f84,"fault=""#3d5369"",         border_strong=""#5c6f84"",         accent_primary=""#22d3ee"",    "
app/gui/themes/builtin_semantic_profiles.py,117,#22d3ee,"rong=""#5c6f84"",         accent_primary=""#22d3ee"",         accent_hover=""#67e8f9"",      "
app/gui/themes/builtin_semantic_profiles.py,118,#67e8f9,"rimary=""#22d3ee"",         accent_hover=""#67e8f9"",         accent_active=""#06b6d4"",     "
app/gui/themes/builtin_semantic_profiles.py,119,#06b6d4,"hover=""#67e8f9"",         accent_active=""#06b6d4"",         accent_muted_bg=""#164e63"",   "
app/gui/themes/builtin_semantic_profiles.py,120,#164e63,"ive=""#06b6d4"",         accent_muted_bg=""#164e63"",         status_success=""#2dd4bf"",    "
app/gui/themes/builtin_semantic_profiles.py,121,#2dd4bf,"d_bg=""#164e63"",         status_success=""#2dd4bf"",         status_warning=""#fbbf24"",    "
app/gui/themes/builtin_semantic_profiles.py,122,#fbbf24,"cess=""#2dd4bf"",         status_warning=""#fbbf24"",         status_error=""#fb7185"",      "
app/gui/themes/builtin_semantic_profiles.py,123,#fb7185,"arning=""#fbbf24"",         status_error=""#fb7185"",         status_info=""#38bdf8"",       "
app/gui/themes/builtin_semantic_profiles.py,124,#38bdf8,"s_error=""#fb7185"",         status_info=""#38bdf8"",         shadow_color=""#00000088"",    "
app/gui/themes/builtin_semantic_profiles.py,125,#00000088,"s_info=""#38bdf8"",         shadow_color=""#00000088"",         focus_ring=""#22d3ee"",        "
app/gui/themes/builtin_semantic_profiles.py,126,#22d3ee,"_color=""#00000088"",         focus_ring=""#22d3ee"",         console_info=""#7dd3fc"",      "
app/gui/themes/builtin_semantic_profiles.py,127,#7dd3fc,"s_ring=""#22d3ee"",         console_info=""#7dd3fc"",         console_warning=""#fcd34d"",   "
app/gui/themes/builtin_semantic_profiles.py,128,#fcd34d,"nfo=""#7dd3fc"",         console_warning=""#fcd34d"",         console_error=""#fda4af"",     "
app/gui/themes/builtin_semantic_profiles.py,129,#fda4af,"rning=""#fcd34d"",         console_error=""#fda4af"",         console_success=""#5eead4"",   "
app/gui/themes/builtin_semantic_profiles.py,130,#5eead4,"ror=""#fda4af"",         console_success=""#5eead4"",     ) "
app/gui/themes/palette_resolve.py,22,#0f172a,"n {             ""color_monitoring_bg"": ""#0f172a"",             ""color_monitoring_surface"
app/gui/themes/palette_resolve.py,23,#1e293b,"           ""color_monitoring_surface"": ""#1e293b"",             ""color_monitoring_border"""
app/gui/themes/palette_resolve.py,24,#334155,"            ""color_monitoring_border"": ""#334155"",             ""color_monitoring_text"": "
